,0,1,2,3
0,442461433176.1468,213098568895.29706,65584373.27872407,65935100871.18066
1,213098568895.297,432440361738.6984,65875672.596938565,66921047990.55235
2,65584373.278724045,65875672.596938565,38546.98703776353,19355615.810834054
3,65935100871.18065,66921047990.55235,19355615.810834054,37976027729.767204
