objective,TAPobject_data.mechanism.elementary_processes[0].forward.k,TAPobject_data.mechanism.elementary_processes[1].forward.k,TAPobject_data.mechanism.elementary_processes[2].backward.k,TAPobject_data.mechanism.elementary_processes[3].forward.k
523072.58616231,0.0001,0.0001,0.0001,0.0001
255040.787177804,0.9834854223519214,0.1816299179356755,9.999999952891192e-05,9.999999952891192e-05
255029.96509880296,0.983449722113933,0.1816284962937372,0.000100009204591,0.0003230513178491
254986.6743785928,0.9833069211619796,0.1816228097259842,0.0001000460248398,0.0012152565911299
254813.88405202125,0.9827357173541654,0.1816000634549722,0.0001001933058347,0.0047840776842531
254129.21382276245,0.9804509021229092,0.1815090783709239,0.0001007824298145,0.0190593620567459
251490.5021224639,0.9713116411978844,0.1811451380347309,0.0001031389257337,0.0761604995467172
242316.55282283665,0.9347545974977846,0.1796893766899588,0.0001125649094103,0.3045650495066025
210412.55949339783,0.7595609350713045,0.1973316626339414,0.4110787807829471,1.3426628085665122
126144.15278252149,0.2307846195467923,0.3280284099219625,2.572101495438008,4.314899142109741
543688.5307870385,0.0,0.3850710538780362,3.5152806628690145,5.612132795170606
109155.16142274148,0.1494574708430747,0.3481299036721915,2.9044723118058533,4.7720366862542605
64495.20002910626,0.0514746095151185,0.3723481617324723,3.304912314052502,5.322795507996492
543670.4474076154,0.0,0.226933850986376,3.930542021235498,5.932187644637757
43637.960258163774,0.0340532939183878,0.3231334396849986,3.51665345552389,5.5290411276252405
19478.495741647872,0.0170266469591939,0.2750336453356873,3.723597738379694,5.730614386131499
543672.857889585,0.0,0.2400066159111906,3.8900526656078864,5.905470271846852
20038.03416362051,0.0126962637119814,0.2661252289115389,3.765932182149653,5.775085443762103
18535.22767254469,0.0150176124994785,0.2709006819105379,3.743238345575715,5.751246252213418
17400.251236309236,0.0156792354589438,0.1334899735809034,4.199963148602144,6.025490320829086
62348.52077176957,0.016321980354543,0.0,4.643656239416324,6.291909393398046
17017.65474561658,0.015897307423002,0.0881991888229477,4.350500359267469,6.115881595525249
16425.22187207847,0.0161803738706867,0.0294098730589638,4.545903897963685,6.233213216490113
16125.525180371013,0.0162747287915273,0.0098135511332881,4.61103802310098,6.272323523977268
60139.48877537158,0.0184088522955555,0.0,5.841565139111779,7.021657254888798
15178.541813583712,0.0170167469709541,0.0064014555671744,5.038882751221973,6.532861046639157
13890.856438744331,0.017935536485191,0.0021764948928393,5.568653127229245,6.85546654408392
13065.655674461752,0.0182487976974859,0.0007359948846958,5.749278295077168,6.965458862951941
60267.589869851225,0.0181386024156991,0.0,5.758703558878522,6.96775381797809
12922.628376888324,0.0182126207490282,0.0004943688497419,5.752372595279617,6.966212293301657
589656.085605836,0.0,0.0,7.024858966084923,7.116106891562188
18131.96221371252,0.0131630061237055,0.0003573005931542,6.105181006385702,7.007771932963821
12890.01773680631,0.0177952089657868,0.0004830384988828,5.781536481823327,6.969647700672204
60162.952423048446,0.0179972571997419,0.0,5.836575672688433,6.974434088131647
12871.13740321387,0.017860494177151,0.0003269605669984,5.7993205779206045,6.971194263643055
12859.00150161838,0.0178252946353592,0.0004111124226997,5.789732004632327,6.970360410052193
12786.511902339427,0.0179000004521836,0.0003586690261992,5.847705468803347,6.973454218393617
12366.013273278011,0.0184775033221828,0.0002573613908812,6.2800584530393575,6.994825967986663
11050.781694503456,0.0203870069783569,0.0002670202937567,7.699555084688794,7.063031971403535
10355.747824469072,0.0226403929249658,0.0003538811236189,9.31239484286355,7.1397714025236425
10330.516344072748,0.0230717378703334,0.0003763072171821,9.615906476579928,7.154149314911964
10327.608653669464,0.0231569413613691,0.0003909286585195,9.674866824383454,7.156882991812311
10326.66726309309,0.0231569602795642,0.0004022298392912,9.673462499452231,7.156748151726817
10326.500457506309,0.0231355785688118,0.0004071772276208,9.657368013277855,7.155947225004523
10326.495441973582,0.0231291033995384,0.0004076797072125,9.652473476482768,7.1557084654784
10326.495347643742,0.0231282258794479,0.000407631164829,9.651901260810089,7.155680760635699
10326.495298079,0.0231278928312361,0.0004076060388631,9.651746021323325,7.1556720952844985
10326.495093478034,0.0231266957588089,0.000407536889577,9.651337623230496,7.155644627893032
10326.494787628451,0.0231251423455172,0.0004075419471257,9.650953557517289,7.155610344663909
10326.494172760606,0.0231233331514268,0.0004073523881857,9.650728963069152,7.155559011900764
10326.492951261154,0.0231213172811203,0.000407344073783,9.650611185254585,7.155484734732146
10326.487420239506,0.0231150905198898,0.0004074055920766,9.649358163462226,7.155098391689482
10326.473876862055,0.0231066594754491,0.0004073877589278,9.648353746762496,7.154239860993606
10326.432709747542,0.0230915849607235,0.0004068828458027,9.648566289741895,7.151653093847474
10326.335547952744,0.0230661608441248,0.0004072426573529,9.647884041373736,7.145299789503352
10326.224677531847,0.0230377874399013,0.0004021631867559,9.67951792870176,7.1260518292918
10325.868423093829,0.0230201428959084,0.000406234752806,9.675357049158164,7.116245235254228
10324.74821590462,0.0229907629891586,0.0004147555751725,9.687966740429191,7.072039449332364
10321.944542190791,0.0229410045492869,0.0004297691477247,9.755807316607903,6.934962641939147
10314.78932376419,0.0228305020398498,0.0004574731201035,9.98063211814315,6.538767406169762
10307.60242987193,0.0224739882519791,0.0005185270647067,10.7237423668907,5.307647650420249
10305.958000380362,0.0226808585626355,0.000483099967869,10.292546005794792,6.022015888036651
10421.31386180599,0.0221010952400581,0.0005547034250372,11.57921319229765,4.142686250354905
10299.030736856725,0.0225304169427188,0.0005016802051288,10.626420689296127,5.534352415650214
10292.933994325613,0.0223728603303497,0.0005269551406843,11.409426318989707,4.744970851040829
10265.620037912133,0.0221618596534343,0.0004460544883407,11.14394290509093,4.92243914464563
10239.21613961513,0.0221387656417346,0.0003841413986548,11.881700276996725,4.510230822817012
10226.858282297915,0.0222619884393763,0.0004078859345493,12.820003390681848,4.02307893389152
10230.143264856157,0.0225439865534968,0.0004224368859409,12.996893619441275,4.219403214582931
10222.317649675271,0.0223827516567168,0.0004141172517724,12.895755078623848,4.107153084005258
10212.401767328236,0.0221930282111587,0.0004016375770269,13.251313611759237,3.933222422017609
10222.182403395102,0.0215638901099486,0.0003912548277248,15.027395339406135,3.108720935477839
10200.397609360329,0.0219001755186651,0.0003968045903062,14.07804833825192,3.549431518504196
10191.241779619791,0.0213915198153074,0.0004229439767428,14.877028915108106,3.2443326622279844
10185.570963584909,0.0214487391778608,0.0004159628833742,15.039126757295987,3.281335259717773
10179.942303111837,0.0215054836913022,0.0003796355388428,16.72037929090819,2.881435034392433
10177.304646836696,0.0214758735741399,0.0003985916786092,15.843077125808014,3.09010882163616
10180.34521626436,0.0213516107581837,0.0003949254856527,17.47043528514237,2.7133098695524365
10173.477715778092,0.0214190010066695,0.000396913736542,16.587885908733217,2.9176555928867107
10168.032606965531,0.0214235662409267,0.0004029854939903,17.413966078818685,2.7912890569108697
10161.463348457994,0.0213575298538006,0.0004100459643448,18.305854134651288,2.689774536352082
10200.575692700771,0.0209192955633642,0.0004108836675674,21.31761815069464,2.1963254450838354
10158.372641461709,0.0212452200733469,0.0004102606491996,19.07770280738613,2.5633144205764884
10207.046083725352,0.0205767637419039,0.0003185981011979,19.54508621826194,2.435801869378984
10157.902738932264,0.0211826754559681,0.0004016841742332,19.121433886332312,2.551383613206587
10155.129332949477,0.0210466676952643,0.000406331927296,20.40235450728357,2.388644291268481
10150.8103982476,0.021003529858301,0.0004111861218699,20.95026253023878,2.361312546171588
10147.367420448243,0.0209250256583315,0.0004109824240531,22.5669227629982,2.2158471720342554
10208.82853307936,0.0218839007729882,0.0003339839935893,23.870284996202653,2.250361781830548
10147.015561538672,0.0209932796708948,0.000405501572835,22.65969782919803,2.2183039681014853
10144.552353943183,0.020916973849449,0.0004056489359167,23.843002244918047,2.1335834650962187
10141.75734045574,0.0208199055559618,0.0004074410837235,25.211277136779813,2.0690804090821406
10156.542048773565,0.0206184377791333,0.0004085218110544,29.470661542732223,1.7990597888583792
10139.868662963703,0.020761701308101,0.0004077533069605,26.44181767085966,1.99107117428324
10143.074564686092,0.0206981095094054,0.0004069515452411,29.10821576481008,1.8448069069013349
10139.267629108144,0.0207422011256029,0.0004075074497876,27.25945847535168,1.9462197946179487
10138.47217049126,0.0207600747771497,0.0004066152104321,28.0326010059612,1.9153316225095167
10137.074061694047,0.0207679473867333,0.0004057338113099,29.28731660977831,1.8726917367351967
11098.007121493956,0.019484391862311,0.0001620172076946,37.88946070168795,1.4052544306115284
10142.36296114864,0.0205865782206528,0.000371296129171,30.50281813719102,1.806641836443784
10137.01607494405,0.0207506258862881,0.0004024448711919,29.40340199906032,1.866383699917105
10135.87416627677,0.02068939706035,0.0004056191300743,31.246341275901543,1.796262344055431
10133.920530232912,0.0206156393542509,0.000405643839804,33.320529870610194,1.742973902453585
10138.033827606669,0.020505598153651,0.0004071905944801,37.574677655686784,1.6090354694745874
10133.39831284196,0.020584914478375,0.000406075713004,34.508340999002534,1.705576621200221
10135.63530520338,0.0207330401133572,0.0003939103361406,37.517625365574986,1.6402625532679205
10133.21594115549,0.0206178255522196,0.0004033727668438,35.17695436913086,1.6910649121832544
