objective,TAPobject_data.mechanism.elementary_processes[0].forward.dG,TAPobject_data.mechanism.elementary_processes[1].forward.dG,TAPobject_data.mechanism.elementary_processes[2].forward.dG,TAPobject_data.mechanism.elementary_processes[3].forward.Ga,TAPobject_data.mechanism.elementary_processes[4].forward.Ga,TAPobject_data.mechanism.elementary_processes[5].forward.Ga
16523352.50987807,0.3,0.3,0.3,1.5,1.5,1.5
